"gene","add_variable","logFC","FDR","start","end","width","strand"
"SCO0117","DosdRvsM512_54h","0.97",0.15,94989,95681,693,"+"
"SCO0129","DosdRvsM512_24h","2.05",0.0204,119841,120215,375,"+"
"SCO0129","DosdRvsM512_30h","1.59",0.0204,119841,120215,375,"+"
"SCO0129","DosdRvsM512_42h","1.72",0.0204,119841,120215,375,"+"
"SCO0129","DosdRvsM512_36h","1.4",0.0204,119841,120215,375,"+"
"SCO0129","DosdRvsM512_54h","1.17",0.0204,119841,120215,375,"+"
"SCO0146","DosdRvsM512_24h","2.66",0.0314,138618,138761,144,"-"
"SCO0146","DosdRvsM512_30h","1.6",0.0314,138618,138761,144,"-"
"SCO0146","DosdRvsM512_42h","1.14",0.0314,138618,138761,144,"-"
"SCO0146","DosdRvsM512_36h","1.65",0.0314,138618,138761,144,"-"
"SCO0146","DosdRvsM512_54h","1.12",0.0314,138618,138761,144,"-"
"SCO0156","DosdRvsM512_24h","0.73",0.1042,146034,146351,318,"-"
"SCO0156","DosdRvsM512_30h","2.05",0.1042,146034,146351,318,"-"
"SCO0156","DosdRvsM512_42h","1.2",0.1042,146034,146351,318,"-"
"SCO0156","DosdRvsM512_36h","0.75",0.1042,146034,146351,318,"-"
"SCO0156","DosdRvsM512_54h","2.18",0.1042,146034,146351,318,"-"
"SCO0160","DosdRvsM512_24h","0.8",0.1442,149508,150209,702,"-"
"SCO0160","DosdRvsM512_30h","2.19",0.1442,149508,150209,702,"-"
"SCO0160","DosdRvsM512_42h","1.33",0.1442,149508,150209,702,"-"
"SCO0160","DosdRvsM512_36h","0.73",0.1442,149508,150209,702,"-"
"SCO0160","DosdRvsM512_54h","1.91",0.1442,149508,150209,702,"-"
"SCO0162","DosdRvsM512_24h","1.02",0.0187,150579,151571,993,"+"
"SCO0162","DosdRvsM512_30h","1.2",0.0187,150579,151571,993,"+"
"SCO0162","DosdRvsM512_42h","0.46",0.0187,150579,151571,993,"+"
"SCO0162","DosdRvsM512_36h","0.74",0.0187,150579,151571,993,"+"
"SCO0162","DosdRvsM512_54h","0.76",0.0187,150579,151571,993,"+"
"SCO0167","DosdRvsM512_24h","0.72",0.0059,157189,158073,885,"-"
"SCO0167","DosdRvsM512_30h","0.87",0.0059,157189,158073,885,"-"
"SCO0167","DosdRvsM512_42h","0.32",0.0059,157189,158073,885,"-"
"SCO0167","DosdRvsM512_36h","0.66",0.0059,157189,158073,885,"-"
"SCO0167","DosdRvsM512_54h","0.64",0.0059,157189,158073,885,"-"
"SCO0168","DosdRvsM512_24h","0.49",0,158732,159304,573,"+"
"SCO0168","DosdRvsM512_30h","0.9",0,158732,159304,573,"+"
"SCO0168","DosdRvsM512_42h","0.1",0,158732,159304,573,"+"
"SCO0168","DosdRvsM512_36h","0.43",0,158732,159304,573,"+"
"SCO0168","DosdRvsM512_54h","0.54",0,158732,159304,573,"+"
"SCO0169","DosdRvsM512_24h","0.69",0,159372,160025,654,"+"
"SCO0169","DosdRvsM512_30h","0.55",0,159372,160025,654,"+"
"SCO0169","DosdRvsM512_42h","0.13",0,159372,160025,654,"+"
"SCO0169","DosdRvsM512_36h","0.43",0,159372,160025,654,"+"
"SCO0169","DosdRvsM512_54h","0.37",0,159372,160025,654,"+"
"SCO0170","DosdRvsM512_24h","1.12",0.0658,160356,161027,672,"-"
"SCO0170","DosdRvsM512_30h","0.78",0.0658,160356,161027,672,"-"
"SCO0170","DosdRvsM512_42h","0.44",0.0658,160356,161027,672,"-"
"SCO0170","DosdRvsM512_36h","0.83",0.0658,160356,161027,672,"-"
"SCO0170","DosdRvsM512_54h","0.65",0.0658,160356,161027,672,"-"
"SCO0171","DosdRvsM512_24h","1.1",0.2394,161237,162553,1317,"+"
"SCO0171","DosdRvsM512_30h","0.98",0.2394,161237,162553,1317,"+"
"SCO0171","DosdRvsM512_42h","0.63",0.2394,161237,162553,1317,"+"
"SCO0171","DosdRvsM512_36h","0.82",0.2394,161237,162553,1317,"+"
"SCO0171","DosdRvsM512_54h","0.81",0.2394,161237,162553,1317,"+"
"SCO0172","DosdRvsM512_24h","1.1",0.9469,162661,163119,459,"+"
"SCO0172","DosdRvsM512_30h","2.06",0.9469,162661,163119,459,"+"
"SCO0172","DosdRvsM512_42h","1.46",0.9469,162661,163119,459,"+"
"SCO0172","DosdRvsM512_36h","0.46",0.9469,162661,163119,459,"+"
"SCO0172","DosdRvsM512_54h","1.22",0.9469,162661,163119,459,"+"
"SCO0174","DosdRvsM512_24h","0.75",0.0304,164023,164994,972,"-"
"SCO0174","DosdRvsM512_30h","1.3",0.0304,164023,164994,972,"-"
"SCO0174","DosdRvsM512_42h","0.43",0.0304,164023,164994,972,"-"
"SCO0174","DosdRvsM512_36h","0.72",0.0304,164023,164994,972,"-"
"SCO0174","DosdRvsM512_54h","0.86",0.0304,164023,164994,972,"-"
"SCO0177","DosdRvsM512_24h","0.96",0.0195,166033,166614,582,"+"
"SCO0177","DosdRvsM512_30h","0.82",0.0195,166033,166614,582,"+"
"SCO0177","DosdRvsM512_42h","0.39",0.0195,166033,166614,582,"+"
"SCO0177","DosdRvsM512_36h","0.66",0.0195,166033,166614,582,"+"
"SCO0177","DosdRvsM512_54h","0.63",0.0195,166033,166614,582,"+"
"SCO0181","DosdRvsM512_24h","0.91",0.0068,169584,170570,987,"-"
"SCO0181","DosdRvsM512_30h","0.94",0.0068,169584,170570,987,"-"
"SCO0181","DosdRvsM512_42h","0.39",0.0068,169584,170570,987,"-"
"SCO0181","DosdRvsM512_36h","0.44",0.0068,169584,170570,987,"-"
"SCO0181","DosdRvsM512_54h","0.56",0.0068,169584,170570,987,"-"
"SCO0185","DosdRvsM512_24h","2.57",0,173768,174946,1179,"+"
"SCO0185","DosdRvsM512_30h","2.3",0,173768,174946,1179,"+"
"SCO0185","DosdRvsM512_42h","0.93",0,173768,174946,1179,"+"
"SCO0185","DosdRvsM512_36h","3.38",0,173768,174946,1179,"+"
"SCO0185","DosdRvsM512_54h","2.14",0,173768,174946,1179,"+"
"SCO0186","DosdRvsM512_24h","2.18",0,174943,176514,1572,"+"
"SCO0186","DosdRvsM512_30h","2.82",0,174943,176514,1572,"+"
"SCO0186","DosdRvsM512_42h","1.07",0,174943,176514,1572,"+"
"SCO0186","DosdRvsM512_36h","3.62",0,174943,176514,1572,"+"
"SCO0186","DosdRvsM512_54h","2.69",0,174943,176514,1572,"+"
"SCO0187","DosdRvsM512_24h","1.61",6e-04,176501,177496,996,"+"
"SCO0187","DosdRvsM512_30h","2.24",6e-04,176501,177496,996,"+"
"SCO0187","DosdRvsM512_42h","1.2",6e-04,176501,177496,996,"+"
"SCO0187","DosdRvsM512_36h","2.58",6e-04,176501,177496,996,"+"
"SCO0187","DosdRvsM512_54h","2.19",6e-04,176501,177496,996,"+"
"SCO0188","DosdRvsM512_24h","2.24",0,177493,178503,1011,"+"
"SCO0188","DosdRvsM512_30h","2.89",0,177493,178503,1011,"+"
"SCO0188","DosdRvsM512_42h","1.31",0,177493,178503,1011,"+"
"SCO0188","DosdRvsM512_36h","3.43",0,177493,178503,1011,"+"
"SCO0188","DosdRvsM512_54h","3.22",0,177493,178503,1011,"+"
"SCO0189","DosdRvsM512_24h","2.05",0.0043,178519,180087,1569,"-"
"SCO0189","DosdRvsM512_30h","1.42",0.0043,178519,180087,1569,"-"
"SCO0189","DosdRvsM512_42h","0.89",0.0043,178519,180087,1569,"-"
"SCO0189","DosdRvsM512_36h","2.8",0.0043,178519,180087,1569,"-"
"SCO0189","DosdRvsM512_54h","2.01",0.0043,178519,180087,1569,"-"
"SCO0190","DosdRvsM512_24h","1.98",0.0033,180084,180824,741,"-"
"SCO0190","DosdRvsM512_30h","1.37",0.0033,180084,180824,741,"-"
"SCO0190","DosdRvsM512_42h","0.87",0.0033,180084,180824,741,"-"
"SCO0190","DosdRvsM512_36h","3.16",0.0033,180084,180824,741,"-"
"SCO0190","DosdRvsM512_54h","1.86",0.0033,180084,180824,741,"-"
"SCO0191","DosdRvsM512_24h","2.8",8e-04,180821,182038,1218,"-"
"SCO0191","DosdRvsM512_30h","1.49",8e-04,180821,182038,1218,"-"
"SCO0191","DosdRvsM512_42h","0.89",8e-04,180821,182038,1218,"-"
"SCO0191","DosdRvsM512_36h","3.04",8e-04,180821,182038,1218,"-"
"SCO0191","DosdRvsM512_54h","2.13",8e-04,180821,182038,1218,"-"
"SCO0194","DosdRvsM512_24h","1.16",0.1441,184958,185566,609,"+"
"SCO0194","DosdRvsM512_30h","1.92",0.1441,184958,185566,609,"+"
"SCO0194","DosdRvsM512_42h","0.83",0.1441,184958,185566,609,"+"
"SCO0194","DosdRvsM512_36h","2.2",0.1441,184958,185566,609,"+"
"SCO0194","DosdRvsM512_54h","0.86",0.1441,184958,185566,609,"+"
"SCO0195","DosdRvsM512_24h","1.42",0.0097,185675,186361,687,"+"
"SCO0195","DosdRvsM512_30h","2.61",0.0097,185675,186361,687,"+"
"SCO0195","DosdRvsM512_42h","0.99",0.0097,185675,186361,687,"+"
"SCO0195","DosdRvsM512_36h","2.56",0.0097,185675,186361,687,"+"
"SCO0195","DosdRvsM512_54h","1.19",0.0097,185675,186361,687,"+"
"SCO0196","DosdRvsM512_24h","1.82",0.0242,186483,186887,405,"+"
"SCO0196","DosdRvsM512_30h","2.14",0.0242,186483,186887,405,"+"
"SCO0196","DosdRvsM512_42h","0.89",0.0242,186483,186887,405,"+"
"SCO0196","DosdRvsM512_36h","2.03",0.0242,186483,186887,405,"+"
"SCO0196","DosdRvsM512_54h","1.53",0.0242,186483,186887,405,"+"
"SCO0199","DosdRvsM512_24h","0.95",0.0233,188864,189886,1023,"-"
"SCO0199","DosdRvsM512_30h","0.93",0.0233,188864,189886,1023,"-"
"SCO0199","DosdRvsM512_42h","0.32",0.0233,188864,189886,1023,"-"
"SCO0199","DosdRvsM512_36h","0.79",0.0233,188864,189886,1023,"-"
"SCO0199","DosdRvsM512_54h","0.64",0.0233,188864,189886,1023,"-"
"SCO0200","DosdRvsM512_24h","0.68",0.0029,189925,190830,906,"-"
"SCO0200","DosdRvsM512_30h","0.65",0.0029,189925,190830,906,"-"
"SCO0200","DosdRvsM512_42h","0.25",0.0029,189925,190830,906,"-"
"SCO0200","DosdRvsM512_36h","0.61",0.0029,189925,190830,906,"-"
"SCO0200","DosdRvsM512_54h","0.48",0.0029,189925,190830,906,"-"
"SCO0201","DosdRvsM512_24h","0.64",8e-04,190983,191654,672,"-"
"SCO0201","DosdRvsM512_30h","0.64",8e-04,190983,191654,672,"-"
"SCO0201","DosdRvsM512_42h","0.3",8e-04,190983,191654,672,"-"
"SCO0201","DosdRvsM512_36h","0.46",8e-04,190983,191654,672,"-"
"SCO0201","DosdRvsM512_54h","0.5",8e-04,190983,191654,672,"-"
"SCO0204","DosdRvsM512_24h","0.45",0,194760,195461,702,"-"
"SCO0204","DosdRvsM512_30h","0.45",0,194760,195461,702,"-"
"SCO0204","DosdRvsM512_42h","0.18",0,194760,195461,702,"-"
"SCO0204","DosdRvsM512_36h","0.39",0,194760,195461,702,"-"
"SCO0204","DosdRvsM512_54h","0.34",0,194760,195461,702,"-"
"SCO0214","DosdRvsM512_24h","1.45",0.0083,204387,204800,414,"+"
"SCO0214","DosdRvsM512_30h","0.74",0.0083,204387,204800,414,"+"
"SCO0214","DosdRvsM512_42h","0.33",0.0083,204387,204800,414,"+"
"SCO0214","DosdRvsM512_36h","0.53",0.0083,204387,204800,414,"+"
"SCO0214","DosdRvsM512_54h","0.46",0.0083,204387,204800,414,"+"
"SCO0216","DosdRvsM512_24h","0.72",0.0275,206480,210181,3702,"+"
"SCO0216","DosdRvsM512_30h","0.94",0.0275,206480,210181,3702,"+"
"SCO0216","DosdRvsM512_42h","0.31",0.0275,206480,210181,3702,"+"
"SCO0216","DosdRvsM512_36h","0.66",0.0275,206480,210181,3702,"+"
"SCO0216","DosdRvsM512_54h","0.88",0.0275,206480,210181,3702,"+"
"SCO0217","DosdRvsM512_24h","0.91",0.2193,210183,211751,1569,"+"
"SCO0217","DosdRvsM512_30h","1.01",0.2193,210183,211751,1569,"+"
"SCO0217","DosdRvsM512_42h","0.44",0.2193,210183,211751,1569,"+"
"SCO0217","DosdRvsM512_36h","0.8",0.2193,210183,211751,1569,"+"
"SCO0217","DosdRvsM512_54h","0.89",0.2193,210183,211751,1569,"+"
"SCO0218","DosdRvsM512_24h","0.69",0.0664,211748,212551,804,"+"
"SCO0218","DosdRvsM512_30h","1.01",0.0664,211748,212551,804,"+"
"SCO0218","DosdRvsM512_42h","0.33",0.0664,211748,212551,804,"+"
"SCO0218","DosdRvsM512_36h","0.72",0.0664,211748,212551,804,"+"
"SCO0218","DosdRvsM512_54h","0.8",0.0664,211748,212551,804,"+"
"SCO0219","DosdRvsM512_24h","1",0.0091,212551,213321,771,"+"
"SCO0219","DosdRvsM512_30h","0.83",0.0091,212551,213321,771,"+"
"SCO0219","DosdRvsM512_42h","0.24",0.0091,212551,213321,771,"+"
"SCO0219","DosdRvsM512_36h","0.53",0.0091,212551,213321,771,"+"
"SCO0219","DosdRvsM512_54h","0.65",0.0091,212551,213321,771,"+"
"SCO0223","DosdRvsM512_24h","0.95",1.2206,215443,215559,117,"+"
"SCO0223","DosdRvsM512_30h","1.55",1.2206,215443,215559,117,"+"
"SCO0223","DosdRvsM512_42h","0.48",1.2206,215443,215559,117,"+"
"SCO0223","DosdRvsM512_36h","1.51",1.2206,215443,215559,117,"+"
"SCO0223","DosdRvsM512_54h","1.62",1.2206,215443,215559,117,"+"
"SCO0224","DosdRvsM512_24h","2.22",0.4358,215807,216844,1038,"-"
"SCO0224","DosdRvsM512_30h","1.12",0.4358,215807,216844,1038,"-"
"SCO0224","DosdRvsM512_42h","1.02",0.4358,215807,216844,1038,"-"
"SCO0224","DosdRvsM512_36h","1.31",0.4358,215807,216844,1038,"-"
"SCO0224","DosdRvsM512_54h","1",0.4358,215807,216844,1038,"-"
"SCO0226","DosdRvsM512_24h","1.61",0.0085,217315,218019,705,"-"
"SCO0226","DosdRvsM512_30h","1.95",0.0085,217315,218019,705,"-"
"SCO0226","DosdRvsM512_42h","1.36",0.0085,217315,218019,705,"-"
"SCO0226","DosdRvsM512_36h","1.82",0.0085,217315,218019,705,"-"
"SCO0226","DosdRvsM512_54h","1.69",0.0085,217315,218019,705,"-"
"SCO0251","DosdRvsM512_24h","0.31",0.4366,240559,240843,285,"-"
"SCO0251","DosdRvsM512_30h","1.72",0.4366,240559,240843,285,"-"
"SCO0251","DosdRvsM512_42h","0.95",0.4366,240559,240843,285,"-"
"SCO0251","DosdRvsM512_36h","0.78",0.4366,240559,240843,285,"-"
"SCO0251","DosdRvsM512_54h","1.67",0.4366,240559,240843,285,"-"
"SCO0252","DosdRvsM512_24h","2.07",0.2924,240876,242123,1248,"-"
"SCO0252","DosdRvsM512_30h","1.18",0.2924,240876,242123,1248,"-"
"SCO0252","DosdRvsM512_42h","1.21",0.2924,240876,242123,1248,"-"
"SCO0252","DosdRvsM512_36h","1.16",0.2924,240876,242123,1248,"-"
"SCO0252","DosdRvsM512_54h","1.11",0.2924,240876,242123,1248,"-"
"SCO0355","DosdRvsM512_24h","0.9",0.0831,360305,360646,342,"+"
"SCO0355","DosdRvsM512_30h","1.69",0.0831,360305,360646,342,"+"
"SCO0355","DosdRvsM512_42h","1",0.0831,360305,360646,342,"+"
"SCO0355","DosdRvsM512_36h","1.09",0.0831,360305,360646,342,"+"
"SCO0355","DosdRvsM512_54h","2.39",0.0831,360305,360646,342,"+"
"SCO0375","DosdRvsM512_24h","0.66",0.0764,389531,391123,1593,"-"
"SCO0375","DosdRvsM512_30h","0.49",0.0764,389531,391123,1593,"-"
"SCO0375","DosdRvsM512_42h","1",0.0764,389531,391123,1593,"-"
"SCO0375","DosdRvsM512_36h","0.55",0.0764,389531,391123,1593,"-"
"SCO0375","DosdRvsM512_54h","0.46",0.0764,389531,391123,1593,"-"
"SCO0379","DosdRvsM512_24h","0.41",0.0016,393498,394961,1464,"+"
"SCO0379","DosdRvsM512_30h","0.39",0.0016,393498,394961,1464,"+"
"SCO0379","DosdRvsM512_42h","0.53",0.0016,393498,394961,1464,"+"
"SCO0379","DosdRvsM512_36h","0.89",0.0016,393498,394961,1464,"+"
"SCO0379","DosdRvsM512_54h","0.29",0.0016,393498,394961,1464,"+"
"SCO0380","DosdRvsM512_24h","0.49",0.2589,395065,395460,396,"+"
"SCO0380","DosdRvsM512_30h","0.71",0.2589,395065,395460,396,"+"
"SCO0380","DosdRvsM512_42h","1.05",0.2589,395065,395460,396,"+"
"SCO0380","DosdRvsM512_36h","0.91",0.2589,395065,395460,396,"+"
"SCO0380","DosdRvsM512_54h","0.58",0.2589,395065,395460,396,"+"
"SCO0381","DosdRvsM512_24h","0.42",0.2491,395939,397414,1476,"+"
"SCO0381","DosdRvsM512_30h","0.63",0.2491,395939,397414,1476,"+"
"SCO0381","DosdRvsM512_42h","1.05",0.2491,395939,397414,1476,"+"
"SCO0381","DosdRvsM512_36h","0.78",0.2491,395939,397414,1476,"+"
"SCO0381","DosdRvsM512_54h","0.7",0.2491,395939,397414,1476,"+"
"SCO0382","DosdRvsM512_24h","0.42",0.2125,397485,398810,1326,"+"
"SCO0382","DosdRvsM512_30h","0.63",0.2125,397485,398810,1326,"+"
"SCO0382","DosdRvsM512_42h","0.86",0.2125,397485,398810,1326,"+"
"SCO0382","DosdRvsM512_36h","0.73",0.2125,397485,398810,1326,"+"
"SCO0382","DosdRvsM512_54h","0.79",0.2125,397485,398810,1326,"+"
"SCO0383","DosdRvsM512_24h","0.44",0.0827,398881,400104,1224,"+"
"SCO0383","DosdRvsM512_30h","0.56",0.0827,398881,400104,1224,"+"
"SCO0383","DosdRvsM512_42h","0.82",0.0827,398881,400104,1224,"+"
"SCO0383","DosdRvsM512_36h","0.71",0.0827,398881,400104,1224,"+"
"SCO0383","DosdRvsM512_54h","0.63",0.0827,398881,400104,1224,"+"
"SCO0392","DosdRvsM512_24h","0.37",0.1683,413247,414497,1251,"+"
"SCO0392","DosdRvsM512_30h","0.7",0.1683,413247,414497,1251,"+"
"SCO0392","DosdRvsM512_42h","1.05",0.1683,413247,414497,1251,"+"
"SCO0392","DosdRvsM512_36h","0.71",0.1683,413247,414497,1251,"+"
"SCO0392","DosdRvsM512_54h","0.77",0.1683,413247,414497,1251,"+"
"SCO0393","DosdRvsM512_24h","0.39",0.0869,414494,415303,810,"+"
"SCO0393","DosdRvsM512_30h","0.59",0.0869,414494,415303,810,"+"
"SCO0393","DosdRvsM512_42h","0.82",0.0869,414494,415303,810,"+"
"SCO0393","DosdRvsM512_36h","0.8",0.0869,414494,415303,810,"+"
"SCO0393","DosdRvsM512_54h","0.7",0.0869,414494,415303,810,"+"
"SCO0415","DosdRvsM512_24h","0.64",0.036,433615,433977,363,"+"
"SCO0415","DosdRvsM512_30h","2.83",0.036,433615,433977,363,"+"
"SCO0415","DosdRvsM512_42h","2.14",0.036,433615,433977,363,"+"
"SCO0415","DosdRvsM512_36h","0.8",0.036,433615,433977,363,"+"
"SCO0415","DosdRvsM512_54h","1.61",0.036,433615,433977,363,"+"
"SCO0426","DosdRvsM512_24h","2.66",0.0639,444441,444671,231,"+"
"SCO0426","DosdRvsM512_30h","1.27",0.0639,444441,444671,231,"+"
"SCO0426","DosdRvsM512_42h","1.15",0.0639,444441,444671,231,"+"
"SCO0426","DosdRvsM512_36h","1.37",0.0639,444441,444671,231,"+"
"SCO0426","DosdRvsM512_54h","1.13",0.0639,444441,444671,231,"+"
"SCO0436","DosdRvsM512_24h","0.29",9e-04,457484,457654,171,"+"
"SCO0436","DosdRvsM512_30h","0.42",9e-04,457484,457654,171,"+"
"SCO0436","DosdRvsM512_42h","2.28",9e-04,457484,457654,171,"+"
"SCO0436","DosdRvsM512_36h","0.22",9e-04,457484,457654,171,"+"
"SCO0436","DosdRvsM512_54h","0.58",9e-04,457484,457654,171,"+"
"SCO0437","DosdRvsM512_24h","0.49",0.0728,457670,458695,1026,"-"
"SCO0437","DosdRvsM512_30h","0.57",0.0728,457670,458695,1026,"-"
"SCO0437","DosdRvsM512_42h","0.83",0.0728,457670,458695,1026,"-"
"SCO0437","DosdRvsM512_36h","0.58",0.0728,457670,458695,1026,"-"
"SCO0437","DosdRvsM512_54h","0.56",0.0728,457670,458695,1026,"-"
"SCO0446","DosdRvsM512_24h","1.02",0.1277,465496,465861,366,"-"
"SCO0446","DosdRvsM512_30h","1.67",0.1277,465496,465861,366,"-"
"SCO0446","DosdRvsM512_42h","0.83",0.1277,465496,465861,366,"-"
"SCO0446","DosdRvsM512_36h","1.72",0.1277,465496,465861,366,"-"
"SCO0446","DosdRvsM512_54h","2.06",0.1277,465496,465861,366,"-"
"SCO0460","DosdRvsM512_24h","0.76",0.0868,481810,482319,510,"-"
"SCO0460","DosdRvsM512_30h","0.45",0.0868,481810,482319,510,"-"
"SCO0460","DosdRvsM512_42h","0.94",0.0868,481810,482319,510,"-"
"SCO0460","DosdRvsM512_36h","0.73",0.0868,481810,482319,510,"-"
"SCO0460","DosdRvsM512_54h","0.43",0.0868,481810,482319,510,"-"
"SCO0463","DosdRvsM512_24h","0.47",0.0168,484318,484932,615,"+"
"SCO0463","DosdRvsM512_30h","0.38",0.0168,484318,484932,615,"+"
"SCO0463","DosdRvsM512_42h","0.89",0.0168,484318,484932,615,"+"
"SCO0463","DosdRvsM512_36h","0.46",0.0168,484318,484932,615,"+"
"SCO0463","DosdRvsM512_54h","0.51",0.0168,484318,484932,615,"+"
"SCO0472","DosdRvsM512_24h","0.15",0,493055,494263,1209,"-"
"SCO0472","DosdRvsM512_30h","0.13",0,493055,494263,1209,"-"
"SCO0472","DosdRvsM512_42h","0.94",0,493055,494263,1209,"-"
"SCO0472","DosdRvsM512_36h","0.11",0,493055,494263,1209,"-"
"SCO0472","DosdRvsM512_54h","0.1",0,493055,494263,1209,"-"
"SCO0473","DosdRvsM512_24h","0.27",0,494260,495249,990,"-"
"SCO0473","DosdRvsM512_30h","0.18",0,494260,495249,990,"-"
"SCO0473","DosdRvsM512_42h","1.12",0,494260,495249,990,"-"
"SCO0473","DosdRvsM512_36h","0.15",0,494260,495249,990,"-"
"SCO0473","DosdRvsM512_54h","0.13",0,494260,495249,990,"-"
"SCO0474","DosdRvsM512_24h","0.25",4e-04,495246,496493,1248,"-"
"SCO0474","DosdRvsM512_30h","0.21",4e-04,495246,496493,1248,"-"
"SCO0474","DosdRvsM512_42h","1.01",4e-04,495246,496493,1248,"-"
"SCO0474","DosdRvsM512_36h","0.21",4e-04,495246,496493,1248,"-"
"SCO0474","DosdRvsM512_54h","0.18",4e-04,495246,496493,1248,"-"
"SCO0475","DosdRvsM512_24h","0.3",0,496508,497359,852,"-"
"SCO0475","DosdRvsM512_30h","0.19",0,496508,497359,852,"-"
"SCO0475","DosdRvsM512_42h","0.95",0,496508,497359,852,"-"
"SCO0475","DosdRvsM512_36h","0.13",0,496508,497359,852,"-"
"SCO0475","DosdRvsM512_54h","0.17",0,496508,497359,852,"-"
"SCO0476","DosdRvsM512_24h","0.32",0,497375,498133,759,"+"
"SCO0476","DosdRvsM512_30h","0.27",0,497375,498133,759,"+"
"SCO0476","DosdRvsM512_42h","1.01",0,497375,498133,759,"+"
"SCO0476","DosdRvsM512_36h","0.13",0,497375,498133,759,"+"
"SCO0476","DosdRvsM512_54h","0.18",0,497375,498133,759,"+"
