"gene","add_variable","logFC","FDR","start","end","width","strand"
"SCO0097","32h.DargR.M145",-0.302,0,80845,81165,321,"-"
"SCO0097","42h.DargR.M145",-0.496,0,80845,81165,321,"-"
"SCO0097","49h.DargR.M145",-0.688,0,80845,81165,321,"-"
"SCO0097","56h.DargR.M145",-0.194,0,80845,81165,321,"-"
"SCO0097","66h.DargR.M145",-0.076,0,80845,81165,321,"-"
"SCO0097","32h.p.BH.DargR.M145",0.479228,0,80845,81165,321,"-"
"SCO0097","42h.p.BH.DargR.M145",0.049891,0,80845,81165,321,"-"
"SCO0097","49h.p.BH.DargR.M145",0.008196,0,80845,81165,321,"-"
"SCO0097","56h.p.BH.DargR.M145",0.641004,0,80845,81165,321,"-"
"SCO0097","66h.p.BH.DargR.M145",0.898175,0,80845,81165,321,"-"
"SCO0119","32h.DargR.M145",0.823,0,97760,98281,522,"-"
"SCO0119","42h.DargR.M145",0.507,0,97760,98281,522,"-"
"SCO0119","49h.DargR.M145",0.133,0,97760,98281,522,"-"
"SCO0119","56h.DargR.M145",-0.114,0,97760,98281,522,"-"
"SCO0119","66h.DargR.M145",0.234,0,97760,98281,522,"-"
"SCO0119","32h.p.BH.DargR.M145",0.001099,0,97760,98281,522,"-"
"SCO0119","42h.p.BH.DargR.M145",0.021259,0,97760,98281,522,"-"
"SCO0119","49h.p.BH.DargR.M145",0.569564,0,97760,98281,522,"-"
"SCO0119","56h.p.BH.DargR.M145",0.786109,0,97760,98281,522,"-"
"SCO0119","66h.p.BH.DargR.M145",0.416685,0,97760,98281,522,"-"
"SCO0121","32h.DargR.M145",0.498,0,99335,99949,615,"-"
"SCO0121","42h.DargR.M145",1.065,0,99335,99949,615,"-"
"SCO0121","49h.DargR.M145",0.331,0,99335,99949,615,"-"
"SCO0121","56h.DargR.M145",0.131,0,99335,99949,615,"-"
"SCO0121","66h.DargR.M145",-0.245,0,99335,99949,615,"-"
"SCO0121","32h.p.BH.DargR.M145",0.306791,0,99335,99949,615,"-"
"SCO0121","42h.p.BH.DargR.M145",0.001964,0,99335,99949,615,"-"
"SCO0121","49h.p.BH.DargR.M145",0.333844,0,99335,99949,615,"-"
"SCO0121","56h.p.BH.DargR.M145",0.84935,0,99335,99949,615,"-"
"SCO0121","66h.p.BH.DargR.M145",0.65087,0,99335,99949,615,"-"
"SCO0125","32h.DargR.M145",0.47,0,105057,106640,1584,"+"
"SCO0125","42h.DargR.M145",0.719,0,105057,106640,1584,"+"
"SCO0125","49h.DargR.M145",0.379,0,105057,106640,1584,"+"
"SCO0125","56h.DargR.M145",0.053,0,105057,106640,1584,"+"
"SCO0125","66h.DargR.M145",0.028,0,105057,106640,1584,"+"
"SCO0125","32h.p.BH.DargR.M145",0.157155,0,105057,106640,1584,"+"
"SCO0125","42h.p.BH.DargR.M145",0.005845,0,105057,106640,1584,"+"
"SCO0125","49h.p.BH.DargR.M145",0.136498,0,105057,106640,1584,"+"
"SCO0125","56h.p.BH.DargR.M145",0.934534,0,105057,106640,1584,"+"
"SCO0125","66h.p.BH.DargR.M145",0.968416,0,105057,106640,1584,"+"
"SCO0126","32h.DargR.M145",0.437,0,106637,112885,6249,"+"
"SCO0126","42h.DargR.M145",0.693,0,106637,112885,6249,"+"
"SCO0126","49h.DargR.M145",0.153,0,106637,112885,6249,"+"
"SCO0126","56h.DargR.M145",0.134,0,106637,112885,6249,"+"
"SCO0126","66h.DargR.M145",-0.12,0,106637,112885,6249,"+"
"SCO0126","32h.p.BH.DargR.M145",0.051233,0,106637,112885,6249,"+"
"SCO0126","42h.p.BH.DargR.M145",0.000514,0,106637,112885,6249,"+"
"SCO0126","49h.p.BH.DargR.M145",0.441123,0,106637,112885,6249,"+"
"SCO0126","56h.p.BH.DargR.M145",0.680225,0,106637,112885,6249,"+"
"SCO0126","66h.p.BH.DargR.M145",0.716676,0,106637,112885,6249,"+"
"SCO0127","32h.DargR.M145",0.297,0,112932,119654,6723,"+"
"SCO0127","42h.DargR.M145",0.422,0,112932,119654,6723,"+"
"SCO0127","49h.DargR.M145",-0.052,0,112932,119654,6723,"+"
"SCO0127","56h.DargR.M145",0.01,0,112932,119654,6723,"+"
"SCO0127","66h.DargR.M145",-0.106,0,112932,119654,6723,"+"
"SCO0127","32h.p.BH.DargR.M145",0.139827,0,112932,119654,6723,"+"
"SCO0127","42h.p.BH.DargR.M145",0.008297,0,112932,119654,6723,"+"
"SCO0127","49h.p.BH.DargR.M145",0.776976,0,112932,119654,6723,"+"
"SCO0127","56h.p.BH.DargR.M145",0.981889,0,112932,119654,6723,"+"
"SCO0127","66h.p.BH.DargR.M145",0.69255,0,112932,119654,6723,"+"
"SCO0131","32h.DargR.M145",0.164,0,121617,122456,840,"-"
"SCO0131","42h.DargR.M145",-0.819,0,121617,122456,840,"-"
"SCO0131","49h.DargR.M145",0.037,0,121617,122456,840,"-"
"SCO0131","56h.DargR.M145",0.137,0,121617,122456,840,"-"
"SCO0131","66h.DargR.M145",1.295,0,121617,122456,840,"-"
"SCO0131","32h.p.BH.DargR.M145",0.956479,0,121617,122456,840,"-"
"SCO0131","42h.p.BH.DargR.M145",0.028143,0,121617,122456,840,"-"
"SCO0131","49h.p.BH.DargR.M145",0.938993,0,121617,122456,840,"-"
"SCO0131","56h.p.BH.DargR.M145",0.858649,0,121617,122456,840,"-"
"SCO0131","66h.p.BH.DargR.M145",0.001,0,121617,122456,840,"-"
"SCO0139","32h.DargR.M145",-1.576,0,132327,132647,321,"+"
"SCO0139","42h.DargR.M145",-0.422,0,132327,132647,321,"+"
"SCO0139","49h.DargR.M145",-0.436,0,132327,132647,321,"+"
"SCO0139","56h.DargR.M145",0.192,0,132327,132647,321,"+"
"SCO0139","66h.DargR.M145",-1.025,0,132327,132647,321,"+"
"SCO0139","32h.p.BH.DargR.M145",0.000216,0,132327,132647,321,"+"
"SCO0139","42h.p.BH.DargR.M145",0.286833,0,132327,132647,321,"+"
"SCO0139","49h.p.BH.DargR.M145",0.23569,0,132327,132647,321,"+"
"SCO0139","56h.p.BH.DargR.M145",0.784704,0,132327,132647,321,"+"
"SCO0139","66h.p.BH.DargR.M145",0.00739,0,132327,132647,321,"+"
"SCO0141","32h.DargR.M145",0.18,0,133570,134121,552,"-"
"SCO0141","42h.DargR.M145",0.788,0,133570,134121,552,"-"
"SCO0141","49h.DargR.M145",-0.754,0,133570,134121,552,"-"
"SCO0141","56h.DargR.M145",-1.285,0,133570,134121,552,"-"
"SCO0141","66h.DargR.M145",-2.986,0,133570,134121,552,"-"
"SCO0141","32h.p.BH.DargR.M145",0.999071,0,133570,134121,552,"-"
"SCO0141","42h.p.BH.DargR.M145",0.245844,0,133570,134121,552,"-"
"SCO0141","49h.p.BH.DargR.M145",0.236311,0,133570,134121,552,"-"
"SCO0141","56h.p.BH.DargR.M145",0.091462,0,133570,134121,552,"-"
"SCO0141","66h.p.BH.DargR.M145",3.7e-05,0,133570,134121,552,"-"
"SCO0160","32h.DargR.M145",-0.047,0,149508,150209,702,"-"
"SCO0160","42h.DargR.M145",1.346,0,149508,150209,702,"-"
"SCO0160","49h.DargR.M145",1.28,0,149508,150209,702,"-"
"SCO0160","56h.DargR.M145",1.377,0,149508,150209,702,"-"
"SCO0160","66h.DargR.M145",1.122,0,149508,150209,702,"-"
"SCO0160","32h.p.BH.DargR.M145",0.999071,0,149508,150209,702,"-"
"SCO0160","42h.p.BH.DargR.M145",0.003618,0,149508,150209,702,"-"
"SCO0160","49h.p.BH.DargR.M145",0.006908,0,149508,150209,702,"-"
"SCO0160","56h.p.BH.DargR.M145",0.007481,0,149508,150209,702,"-"
"SCO0160","66h.p.BH.DargR.M145",0.0175,0,149508,150209,702,"-"
"SCO0182","32h.DargR.M145",0.042,0,170656,170880,225,"-"
"SCO0182","42h.DargR.M145",0.332,0,170656,170880,225,"-"
"SCO0182","49h.DargR.M145",0.924,0,170656,170880,225,"-"
"SCO0182","56h.DargR.M145",0.549,0,170656,170880,225,"-"
"SCO0182","66h.DargR.M145",-0.023,0,170656,170880,225,"-"
"SCO0182","32h.p.BH.DargR.M145",0.999071,0,170656,170880,225,"-"
"SCO0182","42h.p.BH.DargR.M145",0.282843,0,170656,170880,225,"-"
"SCO0182","49h.p.BH.DargR.M145",0.002528,0,170656,170880,225,"-"
"SCO0182","56h.p.BH.DargR.M145",0.118256,0,170656,170880,225,"-"
"SCO0182","66h.p.BH.DargR.M145",0.977973,0,170656,170880,225,"-"
"SCO0186","32h.DargR.M145",0.254,0,174943,176514,1572,"+"
"SCO0186","42h.DargR.M145",0.578,0,174943,176514,1572,"+"
"SCO0186","49h.DargR.M145",0.179,0,174943,176514,1572,"+"
"SCO0186","56h.DargR.M145",-0.077,0,174943,176514,1572,"+"
"SCO0186","66h.DargR.M145",-0.197,0,174943,176514,1572,"+"
"SCO0186","32h.p.BH.DargR.M145",0.358656,0,174943,176514,1572,"+"
"SCO0186","42h.p.BH.DargR.M145",0.00197,0,174943,176514,1572,"+"
"SCO0186","49h.p.BH.DargR.M145",0.335759,0,174943,176514,1572,"+"
"SCO0186","56h.p.BH.DargR.M145",0.834163,0,174943,176514,1572,"+"
"SCO0186","66h.p.BH.DargR.M145",0.408025,0,174943,176514,1572,"+"
"SCO0224","32h.DargR.M145",-1.651,0,215807,216844,1038,"-"
"SCO0224","42h.DargR.M145",-0.687,0,215807,216844,1038,"-"
"SCO0224","49h.DargR.M145",-0.605,0,215807,216844,1038,"-"
"SCO0224","56h.DargR.M145",-1.915,0,215807,216844,1038,"-"
"SCO0224","66h.DargR.M145",-1.104,0,215807,216844,1038,"-"
"SCO0224","32h.p.BH.DargR.M145",0.009861,0,215807,216844,1038,"-"
"SCO0224","42h.p.BH.DargR.M145",0.25927,0,215807,216844,1038,"-"
"SCO0224","49h.p.BH.DargR.M145",0.291694,0,215807,216844,1038,"-"
"SCO0224","56h.p.BH.DargR.M145",0.002864,0,215807,216844,1038,"-"
"SCO0224","66h.p.BH.DargR.M145",0.06888,0,215807,216844,1038,"-"
"SCO0225","32h.DargR.M145",-0.297,0,216834,217268,435,"-"
"SCO0225","42h.DargR.M145",-0.411,0,216834,217268,435,"-"
"SCO0225","49h.DargR.M145",-1.456,0,216834,217268,435,"-"
"SCO0225","56h.DargR.M145",-0.372,0,216834,217268,435,"-"
"SCO0225","66h.DargR.M145",0.134,0,216834,217268,435,"-"
"SCO0225","32h.p.BH.DargR.M145",0.900989,0,216834,217268,435,"-"
"SCO0225","42h.p.BH.DargR.M145",0.481506,0,216834,217268,435,"-"
"SCO0225","49h.p.BH.DargR.M145",0.006409,0,216834,217268,435,"-"
"SCO0225","56h.p.BH.DargR.M145",0.665215,0,216834,217268,435,"-"
"SCO0225","66h.p.BH.DargR.M145",0.915528,0,216834,217268,435,"-"
"SCO0228","32h.DargR.M145",-0.207,0,218973,219059,87,"+"
"SCO0228","42h.DargR.M145",-0.25,0,218973,219059,87,"+"
"SCO0228","49h.DargR.M145",-1.209,0,218973,219059,87,"+"
"SCO0228","56h.DargR.M145",-2.599,0,218973,219059,87,"+"
"SCO0228","66h.DargR.M145",-2.352,0,218973,219059,87,"+"
"SCO0228","32h.p.BH.DargR.M145",0.999071,0,218973,219059,87,"+"
"SCO0228","42h.p.BH.DargR.M145",0.824753,0,218973,219059,87,"+"
"SCO0228","49h.p.BH.DargR.M145",0.152053,0,218973,219059,87,"+"
"SCO0228","56h.p.BH.DargR.M145",0.0072,0,218973,219059,87,"+"
"SCO0228","66h.p.BH.DargR.M145",0.008023,0,218973,219059,87,"+"
"SCO0247","32h.DargR.M145",-0.441,0,236782,237807,1026,"+"
"SCO0247","42h.DargR.M145",-0.797,0,236782,237807,1026,"+"
"SCO0247","49h.DargR.M145",-0.728,0,236782,237807,1026,"+"
"SCO0247","56h.DargR.M145",-0.543,0,236782,237807,1026,"+"
"SCO0247","66h.DargR.M145",0.456,0,236782,237807,1026,"+"
"SCO0247","32h.p.BH.DargR.M145",0.160124,0,236782,237807,1026,"+"
"SCO0247","42h.p.BH.DargR.M145",0.001455,0,236782,237807,1026,"+"
"SCO0247","49h.p.BH.DargR.M145",0.004581,0,236782,237807,1026,"+"
"SCO0247","56h.p.BH.DargR.M145",0.056467,0,236782,237807,1026,"+"
"SCO0247","66h.p.BH.DargR.M145",0.080578,0,236782,237807,1026,"+"
"SCO0254","32h.DargR.M145",-0.033,0,243022,243762,741,"-"
"SCO0254","42h.DargR.M145",-0.427,0,243022,243762,741,"-"
"SCO0254","49h.DargR.M145",-0.007,0,243022,243762,741,"-"
"SCO0254","56h.DargR.M145",-0.02,0,243022,243762,741,"-"
"SCO0254","66h.DargR.M145",-0.136,0,243022,243762,741,"-"
"SCO0254","32h.p.BH.DargR.M145",0.999071,0,243022,243762,741,"-"
"SCO0254","42h.p.BH.DargR.M145",0.007282,0,243022,243762,741,"-"
"SCO0254","49h.p.BH.DargR.M145",0.97373,0,243022,243762,741,"-"
"SCO0254","56h.p.BH.DargR.M145",0.961817,0,243022,243762,741,"-"
"SCO0254","66h.p.BH.DargR.M145",0.552324,0,243022,243762,741,"-"
"SCO0269","32h.DargR.M145",0.134,0,256526,259687,3162,"+"
"SCO0269","42h.DargR.M145",-0.102,0,256526,259687,3162,"+"
"SCO0269","49h.DargR.M145",-0.454,0,256526,259687,3162,"+"
"SCO0269","56h.DargR.M145",-0.482,0,256526,259687,3162,"+"
"SCO0269","66h.DargR.M145",-0.215,0,256526,259687,3162,"+"
"SCO0269","32h.p.BH.DargR.M145",0.746242,0,256526,259687,3162,"+"
"SCO0269","42h.p.BH.DargR.M145",0.594595,0,256526,259687,3162,"+"
"SCO0269","49h.p.BH.DargR.M145",0.007143,0,256526,259687,3162,"+"
"SCO0269","56h.p.BH.DargR.M145",0.008484,0,256526,259687,3162,"+"
"SCO0269","66h.p.BH.DargR.M145",0.263407,0,256526,259687,3162,"+"
"SCO0277","32h.DargR.M145",-0.111,0,269020,269688,669,"-"
"SCO0277","42h.DargR.M145",-0.047,0,269020,269688,669,"-"
"SCO0277","49h.DargR.M145",-0.655,0,269020,269688,669,"-"
"SCO0277","56h.DargR.M145",-0.476,0,269020,269688,669,"-"
"SCO0277","66h.DargR.M145",-0.424,0,269020,269688,669,"-"
"SCO0277","32h.p.BH.DargR.M145",0.946839,0,269020,269688,669,"-"
"SCO0277","42h.p.BH.DargR.M145",0.884988,0,269020,269688,669,"-"
"SCO0277","49h.p.BH.DargR.M145",0.007429,0,269020,269688,669,"-"
"SCO0277","56h.p.BH.DargR.M145",0.08905,0,269020,269688,669,"-"
"SCO0277","66h.p.BH.DargR.M145",0.093896,0,269020,269688,669,"-"
"SCO0278","32h.DargR.M145",-0.106,0,269783,270397,615,"+"
"SCO0278","42h.DargR.M145",-0.239,0,269783,270397,615,"+"
"SCO0278","49h.DargR.M145",-0.867,0,269783,270397,615,"+"
"SCO0278","56h.DargR.M145",-0.077,0,269783,270397,615,"+"
"SCO0278","66h.DargR.M145",-0.139,0,269783,270397,615,"+"
"SCO0278","32h.p.BH.DargR.M145",0.975951,0,269783,270397,615,"+"
"SCO0278","42h.p.BH.DargR.M145",0.435405,0,269783,270397,615,"+"
"SCO0278","49h.p.BH.DargR.M145",0.002601,0,269783,270397,615,"+"
"SCO0278","56h.p.BH.DargR.M145",0.899566,0,269783,270397,615,"+"
"SCO0278","66h.p.BH.DargR.M145",0.788734,0,269783,270397,615,"+"
"SCO0281","32h.DargR.M145",1.055,0,272466,272834,369,"-"
"SCO0281","42h.DargR.M145",0.287,0,272466,272834,369,"-"
"SCO0281","49h.DargR.M145",1.109,0,272466,272834,369,"-"
"SCO0281","56h.DargR.M145",0.79,0,272466,272834,369,"-"
"SCO0281","66h.DargR.M145",0.689,0,272466,272834,369,"-"
"SCO0281","32h.p.BH.DargR.M145",0.002503,0,272466,272834,369,"-"
"SCO0281","42h.p.BH.DargR.M145",0.405643,0,272466,272834,369,"-"
"SCO0281","49h.p.BH.DargR.M145",0.00093,0,272466,272834,369,"-"
"SCO0281","56h.p.BH.DargR.M145",0.024478,0,272466,272834,369,"-"
"SCO0281","66h.p.BH.DargR.M145",0.031838,0,272466,272834,369,"-"
"SCO0287","32h.DargR.M145",-0.108,0,279691,280695,1005,"+"
"SCO0287","42h.DargR.M145",-0.359,0,279691,280695,1005,"+"
"SCO0287","49h.DargR.M145",-0.465,0,279691,280695,1005,"+"
"SCO0287","56h.DargR.M145",-0.284,0,279691,280695,1005,"+"
"SCO0287","66h.DargR.M145",-0.123,0,279691,280695,1005,"+"
"SCO0287","32h.p.BH.DargR.M145",0.869187,0,279691,280695,1005,"+"
"SCO0287","42h.p.BH.DargR.M145",0.036281,0,279691,280695,1005,"+"
"SCO0287","49h.p.BH.DargR.M145",0.008335,0,279691,280695,1005,"+"
"SCO0287","56h.p.BH.DargR.M145",0.199633,0,279691,280695,1005,"+"
"SCO0287","66h.p.BH.DargR.M145",0.654238,0,279691,280695,1005,"+"
"SCO0290","32h.DargR.M145",-0.265,0,282491,283801,1311,"+"
"SCO0290","42h.DargR.M145",-0.258,0,282491,283801,1311,"+"
"SCO0290","49h.DargR.M145",-0.946,0,282491,283801,1311,"+"
"SCO0290","56h.DargR.M145",-0.359,0,282491,283801,1311,"+"
"SCO0290","66h.DargR.M145",-0.697,0,282491,283801,1311,"+"
"SCO0290","32h.p.BH.DargR.M145",0.672823,0,282491,283801,1311,"+"
"SCO0290","42h.p.BH.DargR.M145",0.426048,0,282491,283801,1311,"+"
"SCO0290","49h.p.BH.DargR.M145",0.001997,0,282491,283801,1311,"+"
"SCO0290","56h.p.BH.DargR.M145",0.396127,0,282491,283801,1311,"+"
"SCO0290","66h.p.BH.DargR.M145",0.018694,0,282491,283801,1311,"+"
"SCO0291","32h.DargR.M145",-0.376,0,283798,284700,903,"+"
"SCO0291","42h.DargR.M145",-0.173,0,283798,284700,903,"+"
"SCO0291","49h.DargR.M145",-0.44,0,283798,284700,903,"+"
"SCO0291","56h.DargR.M145",-0.324,0,283798,284700,903,"+"
"SCO0291","66h.DargR.M145",-0.648,0,283798,284700,903,"+"
"SCO0291","32h.p.BH.DargR.M145",0.138714,0,283798,284700,903,"+"
"SCO0291","42h.p.BH.DargR.M145",0.446433,0,283798,284700,903,"+"
"SCO0291","49h.p.BH.DargR.M145",0.026349,0,283798,284700,903,"+"
"SCO0291","56h.p.BH.DargR.M145",0.223258,0,283798,284700,903,"+"
"SCO0291","66h.p.BH.DargR.M145",0.002114,0,283798,284700,903,"+"
"SCO0292","32h.DargR.M145",-0.493,0,284702,285598,897,"+"
"SCO0292","42h.DargR.M145",0.012,0,284702,285598,897,"+"
"SCO0292","49h.DargR.M145",-0.534,0,284702,285598,897,"+"
"SCO0292","56h.DargR.M145",-0.071,0,284702,285598,897,"+"
"SCO0292","66h.DargR.M145",-0.792,0,284702,285598,897,"+"
"SCO0292","32h.p.BH.DargR.M145",0.03323,0,284702,285598,897,"+"
"SCO0292","42h.p.BH.DargR.M145",0.967259,0,284702,285598,897,"+"
"SCO0292","49h.p.BH.DargR.M145",0.010089,0,284702,285598,897,"+"
"SCO0292","56h.p.BH.DargR.M145",0.871004,0,284702,285598,897,"+"
"SCO0292","66h.p.BH.DargR.M145",0.000295,0,284702,285598,897,"+"
"SCO0293","32h.DargR.M145",0.375,0,285714,288104,2391,"+"
"SCO0293","42h.DargR.M145",0.129,0,285714,288104,2391,"+"
"SCO0293","49h.DargR.M145",0.341,0,285714,288104,2391,"+"
"SCO0293","56h.DargR.M145",0.472,0,285714,288104,2391,"+"
"SCO0293","66h.DargR.M145",0.217,0,285714,288104,2391,"+"
"SCO0293","32h.p.BH.DargR.M145",0.031579,0,285714,288104,2391,"+"
"SCO0293","42h.p.BH.DargR.M145",0.455002,0,285714,288104,2391,"+"
"SCO0293","49h.p.BH.DargR.M145",0.023483,0,285714,288104,2391,"+"
"SCO0293","56h.p.BH.DargR.M145",0.005957,0,285714,288104,2391,"+"
"SCO0293","66h.p.BH.DargR.M145",0.213235,0,285714,288104,2391,"+"
"SCO0297","32h.DargR.M145",-0.687,0,291315,292592,1278,"+"
"SCO0297","42h.DargR.M145",-1.014,0,291315,292592,1278,"+"
"SCO0297","49h.DargR.M145",-1.246,0,291315,292592,1278,"+"
"SCO0297","56h.DargR.M145",-1.225,0,291315,292592,1278,"+"
"SCO0297","66h.DargR.M145",0.27,0,291315,292592,1278,"+"
"SCO0297","32h.p.BH.DargR.M145",0.161455,0,291315,292592,1278,"+"
"SCO0297","42h.p.BH.DargR.M145",0.008025,0,291315,292592,1278,"+"
"SCO0297","49h.p.BH.DargR.M145",0.002151,0,291315,292592,1278,"+"
"SCO0297","56h.p.BH.DargR.M145",0.004353,0,291315,292592,1278,"+"
"SCO0297","66h.p.BH.DargR.M145",0.663409,0,291315,292592,1278,"+"
"SCO0305","32h.DargR.M145",-0.436,0,299213,302092,2880,"+"
"SCO0305","42h.DargR.M145",-0.502,0,299213,302092,2880,"+"
"SCO0305","49h.DargR.M145",-0.695,0,299213,302092,2880,"+"
"SCO0305","56h.DargR.M145",-0.522,0,299213,302092,2880,"+"
"SCO0305","66h.DargR.M145",-0.382,0,299213,302092,2880,"+"
"SCO0305","32h.p.BH.DargR.M145",0.163629,0,299213,302092,2880,"+"
"SCO0305","42h.p.BH.DargR.M145",0.038946,0,299213,302092,2880,"+"
"SCO0305","49h.p.BH.DargR.M145",0.006001,0,299213,302092,2880,"+"
"SCO0305","56h.p.BH.DargR.M145",0.066775,0,299213,302092,2880,"+"
"SCO0305","66h.p.BH.DargR.M145",0.157825,0,299213,302092,2880,"+"
"SCO0308","32h.DargR.M145",0.053,0,304026,305429,1404,"+"
"SCO0308","42h.DargR.M145",-0.136,0,304026,305429,1404,"+"
"SCO0308","49h.DargR.M145",-0.01,0,304026,305429,1404,"+"
"SCO0308","56h.DargR.M145",-0.065,0,304026,305429,1404,"+"
"SCO0308","66h.DargR.M145",-0.593,0,304026,305429,1404,"+"
"SCO0308","32h.p.BH.DargR.M145",0.986839,0,304026,305429,1404,"+"
"SCO0308","42h.p.BH.DargR.M145",0.435249,0,304026,305429,1404,"+"
"SCO0308","49h.p.BH.DargR.M145",0.961486,0,304026,305429,1404,"+"
"SCO0308","56h.p.BH.DargR.M145",0.832083,0,304026,305429,1404,"+"
"SCO0308","66h.p.BH.DargR.M145",0.000351,0,304026,305429,1404,"+"
"SCO0310","32h.DargR.M145",-0.268,0,306816,307466,651,"-"
"SCO0310","42h.DargR.M145",-0.597,0,306816,307466,651,"-"
"SCO0310","49h.DargR.M145",-0.225,0,306816,307466,651,"-"
"SCO0310","56h.DargR.M145",-0.242,0,306816,307466,651,"-"
"SCO0310","66h.DargR.M145",0.181,0,306816,307466,651,"-"
"SCO0310","32h.p.BH.DargR.M145",0.217919,0,306816,307466,651,"-"
"SCO0310","42h.p.BH.DargR.M145",0.000413,0,306816,307466,651,"-"
"SCO0310","49h.p.BH.DargR.M145",0.158664,0,306816,307466,651,"-"
"SCO0310","56h.p.BH.DargR.M145",0.277336,0,306816,307466,651,"-"
"SCO0310","66h.p.BH.DargR.M145",0.378806,0,306816,307466,651,"-"
